Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
2142,24.0,Male,Dress,Clothing,98.0,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually,19/07/2023
2143,47.0,Male,Hat,Accessories,39.0,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly,19/07/2023
2144,53.0,Male,Sandals,Footwear,66.0,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly,20/07/2023
2145,47.0,Male,Shoes,Footwear,23.0,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly,20/07/2023
2146,38.0,Male,Skirt,Clothing,73.0,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually,20/07/2023
2147,48.0,Male,Sunglasses,Accessories,23.0,Utah,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months,20/07/2023
2148,47.0,Male,Skirt,Clothing,43.0,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly,20/07/2023
2149,19.0,Male,T-shirt,Clothing,45.0,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,20/07/2023
2150,38.0,Male,Sandals,Footwear,21.0,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly,20/07/2023
2151,57.0,Male,Shirt,Clothing,40.0,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly,20/07/2023
2152,70.0,Male,Jeans,Clothing,58.0,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly,20/07/2023
2153,38.0,Male,Shorts,Clothing,48.0,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly,20/07/2023
2154,35.0,Male,Shirt,Clothing,94.0,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually,20/07/2023
2155,46.0,Male,Scarf,Accessories,74.0,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months,21/07/2023
2156,32.0,Male,Handbag,Accessories,51.0,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly,21/07/2023
2157,38.0,Male,Skirt,Clothing,83.0,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly,21/07/2023
2158,41.0,Male,Handbag,Accessories,68.0,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41,Venmo,Fortnightly,21/07/2023
2159,19.0,Male,Gloves,Accessories,84.0,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly,21/07/2023
2160,18.0,Male,Shirt,Clothing,58.0,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34,Cash,Annually,21/07/2023
2161,45.0,Male,Blouse,Clothing,92.0,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually,21/07/2023
2162,23.0,Male,Dress,Clothing,69.0,Washington,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly,21/07/2023
2163,60.0,Male,Shorts,Clothing,48.0,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly,21/07/2023
2164,52.0,Male,Shoes,Footwear,60.0,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly,21/07/2023
2165,42.0,Male,Sandals,Footwear,20.0,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly,22/07/2023
2166,29.0,Male,Pants,Clothing,55.0,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months,22/07/2023
2167,31.0,Male,Jacket,Outerwear,88.0,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly,22/07/2023
2168,30.0,Male,Skirt,Clothing,48.0,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly,22/07/2023
2169,23.0,Male,Handbag,Accessories,74.0,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly,22/07/2023
2170,31.0,Male,Coat,Outerwear,42.0,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,22/07/2023
2171,40.0,Male,Sweater,Clothing,32.0,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,22/07/2023
2172,39.0,Male,Shorts,Clothing,98.0,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,22/07/2023
2173,28.0,Male,Skirt,Clothing,89.0,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,22/07/2023
2174,23.0,Male,Gloves,Accessories,97.0,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,22/07/2023
2175,42.0,Male,Backpack,Accessories,49.0,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,22/07/2023
2176,68.0,Male,Dress,Clothing,50.0,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,23/07/2023
2177,24.0,Male,Belt,Accessories,91.0,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,23/07/2023
2178,24.0,Male,Gloves,Accessories,93.0,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,23/07/2023
2179,21.0,Male,Jewelry,Accessories,98.0,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,23/07/2023
2180,49.0,Male,Socks,Clothing,82.0,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,23/07/2023
2181,41.0,Male,Coat,Outerwear,37.0,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,23/07/2023
2182,22.0,Male,Handbag,Accessories,63.0,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,23/07/2023
2183,42.0,Male,Blouse,Clothing,99.0,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,23/07/2023
2184,30.0,Male,Shorts,Clothing,37.0,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,23/07/2023
2185,38.0,Male,Shoes,Footwear,34.0,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,23/07/2023
2186,40.0,Male,Shorts,Clothing,32.0,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,23/07/2023
2187,55.0,Male,Sandals,Footwear,23.0,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,24/07/2023
2188,37.0,Male,Blouse,Clothing,78.0,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,24/07/2023
2189,41.0,Male,Coat,Outerwear,54.0,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,24/07/2023
2190,38.0,Male,Blouse,Clothing,94.0,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,24/07/2023
2191,42.0,Male,Belt,Accessories,75.0,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,24/07/2023
2192,26.0,Male,Blouse,Clothing,69.0,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,24/07/2023
2193,41.0,Male,Scarf,Accessories,35.0,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,24/07/2023
2194,27.0,Male,Shirt,Clothing,78.0,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,24/07/2023
2195,61.0,Male,Socks,Clothing,29.0,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,24/07/2023
2196,58.0,Male,Jeans,Clothing,62.0,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,24/07/2023
2197,25.0,Male,Dress,Clothing,58.0,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,25/07/2023
2198,33.0,Male,Boots,Footwear,88.0,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,25/07/2023
2199,57.0,Male,Scarf,Accessories,80.0,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,25/07/2023
2200,39.0,Male,Scarf,Accessories,47.0,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,25/07/2023
2201,60.0,Male,Gloves,Accessories,51.0,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,25/07/2023
2202,39.0,Male,Pants,Clothing,25.0,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,25/07/2023
2203,42.0,Male,Dress,Clothing,36.0,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,25/07/2023
2204,53.0,Male,Dress,Clothing,79.0,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,25/07/2023
2205,20.0,Male,Jeans,Clothing,,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,25/07/2023
2206,46.0,Male,Sweater,Clothing,68.0,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,25/07/2023
2207,46.0,Male,Sandals,Footwear,51.0,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,25/07/2023
2208,69.0,Male,Handbag,Accessories,38.0,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,26/07/2023
2209,28.0,Male,Scarf,Accessories,46.0,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,26/07/2023
2210,42.0,Male,Sandals,Footwear,20.0,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,26/07/2023
2211,30.0,Male,Sunglasses,Accessories,25.0,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,26/07/2023
2212,50.0,Male,Sweater,Clothing,89.0,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,26/07/2023
2213,59.0,Male,Pants,Clothing,77.0,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,26/07/2023
2214,54.0,Male,Hat,Accessories,94.0,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,26/07/2023
2215,50.0,Male,Belt,Accessories,100.0,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,26/07/2023
2216,25.0,Male,Sandals,Footwear,96.0,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,26/07/2023
2217,41.0,Male,Pants,Clothing,36.0,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,26/07/2023
2218,35.0,Male,Jewelry,Accessories,27.0,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,26/07/2023
2219,67.0,Male,Sunglasses,Accessories,67.0,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,27/07/2023
2220,33.0,Male,Blouse,Clothing,91.0,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,27/07/2023
2221,19.0,Male,Belt,Accessories,62.0,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,27/07/2023
2222,25.0,Male,Shorts,Clothing,88.0,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually,27/07/2023
2223,32.0,Male,Pants,Clothing,66.0,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,27/07/2023
2224,30.0,Male,Sandals,Footwear,65.0,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,27/07/2023
2225,18.0,Male,Gloves,Accessories,25.0,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,27/07/2023
2226,38.0,Male,Belt,Accessories,64.0,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,27/07/2023
2227,22.0,Male,Shirt,Clothing,72.0,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,27/07/2023
2228,40.0,Male,Scarf,Accessories,74.0,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,27/07/2023
2229,54.0,Male,Gloves,Accessories,50.0,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,28/07/2023
2230,70.0,Male,Pants,Clothing,97.0,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,28/07/2023
2231,52.0,Male,Sneakers,Footwear,36.0,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,28/07/2023
2232,34.0,Male,Jacket,Outerwear,49.0,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,28/07/2023
2233,65.0,Male,Shoes,Footwear,64.0,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,28/07/2023
2234,38.0,Male,Blouse,Clothing,31.0,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,28/07/2023
2235,35.0,Male,Boots,Footwear,66.0,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly,28/07/2023
2236,40.0,Male,Socks,Clothing,82.0,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,28/07/2023
2237,23.0,Male,T-shirt,Clothing,88.0,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,28/07/2023
2238,45.0,Male,Sandals,Footwear,34.0,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,28/07/2023
2239,40.0,Male,Sneakers,Footwear,84.0,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,28/07/2023
2240,42.0,Male,Jewelry,Accessories,96.0,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,29/07/2023
2241,57.0,Male,Sandals,Footwear,71.0,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,29/07/2023
2242,18.0,Male,Jacket,Outerwear,77.0,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,29/07/2023
2243,18.0,Male,Skirt,Clothing,66.0,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,29/07/2023
2244,56.0,Male,Shirt,Clothing,,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,29/07/2023
2245,35.0,Male,Shorts,Clothing,37.0,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,29/07/2023
2246,49.0,Male,Socks,Clothing,90.0,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,29/07/2023
2247,49.0,Male,Jacket,Outerwear,96.0,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,29/07/2023
2248,34.0,Male,Jewelry,Accessories,37.0,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,29/07/2023
2249,63.0,Male,T-shirt,Clothing,66.0,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,29/07/2023
2250,42.0,Male,Gloves,Accessories,45.0,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,29/07/2023
2251,41.0,Male,Shoes,Footwear,89.0,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,30/07/2023
2252,26.0,Male,Shoes,Footwear,94.0,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,30/07/2023
2253,48.0,Male,Shoes,Footwear,96.0,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,30/07/2023
2254,62.0,Male,Hoodie,Clothing,31.0,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,30/07/2023
2255,24.0,Male,Belt,Accessories,79.0,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,30/07/2023
2256,48.0,Male,Coat,Outerwear,39.0,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,30/07/2023
2257,31.0,Male,Blouse,Clothing,22.0,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly,30/07/2023
2258,41.0,Male,Skirt,Clothing,32.0,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,30/07/2023
2259,24.0,Male,T-shirt,Clothing,71.0,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,30/07/2023
2260,60.0,Male,Jeans,Clothing,96.0,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,30/07/2023
2261,38.0,Male,Scarf,Accessories,82.0,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,30/07/2023
2262,58.0,Male,Backpack,Accessories,76.0,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,31/07/2023
2263,53.0,Male,Backpack,Accessories,22.0,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,31/07/2023
2264,44.0,Male,Scarf,Accessories,40.0,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,31/07/2023
2265,51.0,Male,Hat,Accessories,92.0,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,31/07/2023
2266,36.0,Male,Coat,Outerwear,94.0,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,31/07/2023
2267,20.0,Male,Dress,Clothing,44.0,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,31/07/2023
2268,32.0,Male,Gloves,Accessories,49.0,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,31/07/2023
2269,66.0,Male,Sweater,Clothing,26.0,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,31/07/2023
2270,49.0,Male,Skirt,Clothing,38.0,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,31/07/2023
2271,27.0,Male,Blouse,Clothing,72.0,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,31/07/2023
2272,29.0,Male,Dress,Clothing,99.0,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,01/08/2023
2273,29.0,Male,Jacket,Outerwear,38.0,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly,01/08/2023
2274,55.0,Male,Coat,Outerwear,96.0,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,01/08/2023
2275,57.0,Male,Dress,Clothing,27.0,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,01/08/2023
2276,29.0,Male,Shorts,Clothing,,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,01/08/2023
2277,31.0,Male,Jeans,Clothing,82.0,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,01/08/2023
2278,25.0,Male,Hat,Accessories,56.0,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,01/08/2023
2279,61.0,Male,Gloves,Accessories,25.0,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,01/08/2023
2280,53.0,Male,Sneakers,Footwear,67.0,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,01/08/2023
2281,22.0,Male,Shoes,Footwear,21.0,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,01/08/2023
2282,28.0,Male,Hoodie,Clothing,27.0,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually,01/08/2023
2283,18.0,Male,Sneakers,Footwear,97.0,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,02/08/2023
2284,44.0,Male,Handbag,Accessories,45.0,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,02/08/2023
2285,32.0,Male,Blouse,Clothing,63.0,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,02/08/2023
2286,34.0,Male,Belt,Accessories,100.0,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,02/08/2023
2287,67.0,Male,Socks,Clothing,38.0,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,02/08/2023
2288,66.0,Male,Blouse,Clothing,45.0,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually,02/08/2023
2289,28.0,Male,Jewelry,Accessories,91.0,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,02/08/2023
2290,70.0,Male,Shorts,Clothing,82.0,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,02/08/2023
2291,37.0,Male,Boots,Footwear,48.0,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly,02/08/2023
2292,28.0,Male,Coat,Outerwear,30.0,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Credit Card,Quarterly,02/08/2023
2293,43.0,Male,T-shirt,Clothing,34.0,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly,02/08/2023
2294,37.0,Male,Sweater,Clothing,68.0,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months,03/08/2023
2295,54.0,Male,Sunglasses,Accessories,95.0,Maryland,M,Red,Winter,5.0,No,Express,No,No,40,Debit Card,Annually,03/08/2023
2296,50.0,Male,Hat,Accessories,22.0,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly,03/08/2023
2297,46.0,Male,Gloves,Accessories,88.0,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months,03/08/2023
2298,60.0,Male,Socks,Clothing,83.0,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly,03/08/2023
2299,40.0,Male,Handbag,Accessories,87.0,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months,03/08/2023
2300,64.0,Male,Coat,Outerwear,57.0,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,03/08/2023
2301,18.0,Male,Coat,Outerwear,88.0,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly,03/08/2023
2302,37.0,Male,Pants,Clothing,20.0,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually,03/08/2023
2303,36.0,Male,Belt,Accessories,39.0,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly,03/08/2023
2304,51.0,Male,Sunglasses,Accessories,71.0,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly,04/08/2023
2305,26.0,Male,Hoodie,Clothing,73.0,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly,04/08/2023
2306,68.0,Male,Handbag,Accessories,63.0,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly,04/08/2023
2307,27.0,Male,Gloves,Accessories,78.0,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly,04/08/2023
2308,28.0,Male,Skirt,Clothing,96.0,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually,04/08/2023
2309,49.0,Male,Sunglasses,Accessories,81.0,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,04/08/2023
2310,70.0,Male,Dress,Clothing,95.0,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,04/08/2023
2311,30.0,Male,Gloves,Accessories,68.0,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly,04/08/2023
2312,27.0,Male,Sneakers,Footwear,28.0,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months,04/08/2023
2313,19.0,Male,T-shirt,Clothing,30.0,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months,04/08/2023
2314,64.0,Male,Dress,Clothing,31.0,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly,04/08/2023
2315,42.0,Male,Handbag,Accessories,95.0,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months,05/08/2023
2316,69.0,Male,Socks,Clothing,79.0,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly,05/08/2023
2317,28.0,Male,Sneakers,Footwear,39.0,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually,05/08/2023
2318,47.0,Male,Jacket,Outerwear,34.0,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly,05/08/2023
2319,69.0,Male,Hoodie,Clothing,28.0,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually,05/08/2023
2320,56.0,Male,Sandals,Footwear,38.0,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Monthly,05/08/2023
2321,28.0,Male,Shoes,Footwear,55.0,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months,05/08/2023
2322,50.0,Male,Sandals,Footwear,31.0,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,27,Debit Card,Fortnightly,05/08/2023
